video_id,start_time,end_time,filename,phrase,word_boundaries,neg_files,num_frames,score,correct_2spk,correct_4spk,correct_6spk
8zFuvALoSgU,250.289,253.249,8zFuvALoSgU_250.289000-253.249000/00000,an opportunity to be challenged but,"[['an', 0, 1], ['opportunity', 3, 21], ['to', 40, 43], ['be', 44, 47], ['challenged', 48, 61], ['but', 71, 74]]","['uzgdaJCf0Mk_231.366933-234.326933/00000', 'Dt-8Io0i_F4_232.509000-235.509000/00001', 'nT40EZ5ZUD0_93.223267-96.183267/00000', 'zuC2WzMLzzs_202.800000-205.760000/00000', '6b8aekOT3Po_270.523067-273.443067/00000']",76,,,,
JZudCUVQ_WA,60.713667,63.953667,JZudCUVQ_WA_60.713667-63.953667/00000,phone to hit verizon wireless and before you know its,"[['phone', 0, 6], ['to', 8, 10], ['hit', 11, 16], ['verizon', 17, 27], ['wireless', 27, 38], ['and', 50, 54], ['before', 59, 69], ['you', 70, 73], ['know', 73, 77], ['its', 78, 81]]","['CnKrYETgMcw_292.713333-295.953333/00000', '3kD6ODex7jw_158.077000-161.317000/00000', 'BS4kTgaiydQ_194.080433-197.320433/00000', 'lNGtzaocsAA_204.882200-208.082200/00000', 'oNV0SJoxrQY_245.761333-249.041333/00000']",83,"[0.8296166, 0.7149384, 0.8817389]",1.0,0.0,0.0
aUKU1sV51vI,38.176733,41.056733,aUKU1sV51vI_38.176733-41.056733/00000,the screen protector and just that full milled,"[['the', 0, 1], ['screen', 2, 8], ['protector', 9, 22], ['and', 24, 27], ['just', 35, 39], ['that', 40, 44], ['full', 48, 57], ['milled', 65, 72]]","['w5rwIafjQaQ_200.239000-203.119000/00000', '7UXULqNQ670_234.880000-237.800000/00000', '_fWrhM5PCyw_97.720000-100.640000/00000', 'RkpOW6rgQRY_210.649800-213.529800/00000', 'SIUXzHU2fHE_180.120000-183.040000/00000']",74,,,,
9lbGrht60TY,105.213333,109.213333,9lbGrht60TY_105.213333-109.213333/00000,and move around and find those areas that hurt because its easy,"[['and', 0, 2], ['move', 3, 9], ['around', 10, 18], ['and', 19, 22], ['find', 24, 31], ['those', 32, 37], ['areas', 38, 45], ['that', 46, 51], ['hurt', 53, 60], ['because', 75, 82], ['its', 84, 87], ['easy', 93, 100]]","['ulsh4MDFOnc_35.983000-39.983000/00000', 'UewMoWZPrkk_73.985367-77.985367/00000', 'KweiHPE4Ftg_91.223267-95.183267/00000', 'wCNyuLdwUxI_81.516000-85.516000/00000', 'f6dzxEHnb60_127.916711-131.876711/00000']",102,"[0.51765877, 0.3542123, 0.2774195]",0.0,0.0,0.0
d-FYJ_jT3UA,257.72,259.64,d-FYJ_jT3UA_257.720000-259.640000/00000,is zach and thanks so much,"[['is', 0, 3], ['zach', 5, 15], ['and', 21, 25], ['thanks', 30, 37], ['so', 38, 42], ['much', 43, 48]]","['CPvrxs7HUXg_70.608900-72.568900/00000', 'gD5ciEMMTB8_117.400000-119.360000/00000', '2zcZGcygoqg_90.920000-92.840000/00000', 'uxriD2UTmDs_123.425000-125.305000/00000', '14voWHiySSY_244.446000-246.366000/00000']",50,"[0.5107721, 0.7506076, 0.442029]",1.0,0.0,0.0
Ol6gkO5fDnc,272.2298,275.1898,Ol6gkO5fDnc_272.229800-275.189800/00000,identity but once the fight,"[['identity', 0, 16], ['but', 40, 43], ['once', 50, 56], ['the', 56, 65], ['fight', 67, 74]]","['YhK7opcG6ao_53.558333-56.558333/00000', 'QROlnWn5ppM_257.297000-260.297000/00000', 'fpRCOvboF6Q_200.559200-203.559200/00000', 'OMEtdx-999o_125.963200-128.963200/00000', 'qYZIT-h7f5M_218.233333-221.233333/00000']",77,,,,
g5n5R3RyjMQ,295.44,298.48,g5n5R3RyjMQ_295.440000-298.480000/00000,or csc in the second degree the penalties will range,"[['or', 0, 2], ['csc', 3, 11], ['in', 11, 15], ['the', 15, 17], ['second', 17, 25], ['degree', 25, 32], ['the', 50, 52], ['penalties', 54, 65], ['will', 66, 70], ['range', 72, 76]]","['YhK7opcG6ao_53.558333-56.558333/00000', 'QROlnWn5ppM_257.297000-260.297000/00000', 'fpRCOvboF6Q_200.559200-203.559200/00000', 'OMEtdx-999o_125.963200-128.963200/00000', 'qYZIT-h7f5M_218.233333-221.233333/00000']",77,"[0.5197782, 0.5181747, 0.3849792]",1.0,0.0,0.0
uxriD2UTmDs,85.798333,88.678333,uxriD2UTmDs_85.798333-88.678333/00000,just because the walden farms taste,"[['just', 0, 4], ['because', 5, 14], ['the', 34, 36], ['walden', 37, 48], ['farms', 49, 61], ['taste', 63, 72]]","['LEqLP9p0vos_235.960000-238.920000/00000', 'BQTPH80Ky44_201.426667-204.306667/00000', 'RTIktB0GqIs_245.486633-248.406633/00000', 'iSfXhCApDBw_285.584500-288.464500/00000', 'dqt6uzGyGj8_293.821267-296.701267/00000']",75,,,,
_lx_D8fasKE,246.906533,249.706533,_lx_D8fasKE_246.906533-249.706533/00000,about what president fdr said people,"[['about', 0, 5], ['what', 6, 10], ['president', 12, 22], ['fdr', 25, 36], ['said', 37, 44], ['people', 61, 70]]","['7ygifPlY2dM_141.900400-144.700400/00000', 'kKLNfnKgjNI_74.263967-77.063967/00000', '4Q207Z-HkUo_60.600000-63.440000/00000', '6EUq0VJb1_c_151.163467-153.963467/00000', 'xeAdUEIb_ys_70.480000-73.280000/00000']",72,,,,
5PDZF-MMy94,284.28,285.96,5PDZF-MMy94_284.280000-285.960000/00000,even if you look at the fact that if youre looking,"[['even', 0, 4], ['if', 5, 7], ['you', 7, 10], ['look', 11, 15], ['at', 16, 17], ['the', 19, 21], ['fact', 21, 24], ['that', 24, 27], ['if', 29, 31], ['youre', 32, 35], ['looking', 36, 42]]","['OlugY_yg1HE_16.669000-18.309000/00000', 'u3xzUzBp4BE_176.078167-177.718167/00000', 'u3xzUzBp4BE_176.078167-177.718167/00000', 'obrHov9XfRk_259.440000-261.120000/00000', 'WKCak99uZ8Y_105.973333-107.613333/00000']",43,"[0.96760833, 0.93340224, 0.73761946]",1.0,1.0,0.0
LgyPB9SK-jY,191.576167,196.136167,LgyPB9SK-jY_191.576167-196.136167/00000,a constitutional foundation as a preamble and secondly i havent had,"[['a', 0, 2], ['constitutional', 3, 16], ['foundation', 17, 61], ['as', 62, 63], ['a', 64, 64], ['preamble', 65, 77], ['and', 91, 93], ['secondly', 93, 98], ['i', 99, 101], ['havent', 102, 111], ['had', 112, 114]]","['irP5RCdpilc_161.320200-165.920200/00000', 'uzgdaJCf0Mk_229.006933-233.646933/00000', 'SIUXzHU2fHE_180.120000-184.800000/00000', 'p5kMp9e-7kU_262.382000-267.062000/00000', 'xdJt09SlKG0_16.022000-20.582000/00000']",117,"[0.50448346, 0.7558437, 0.74406093]",0.0,0.0,0.0
2CQtSQs97fU,259.2584,262.2584,2CQtSQs97fU_259.258400-262.258400/00000,your job very seriously there,"[['your', 0, 3], ['job', 4, 12], ['very', 31, 37], ['seriously', 38, 49], ['there', 72, 75]]","['YhK7opcG6ao_53.558333-56.558333/00000', 'QROlnWn5ppM_257.297000-260.297000/00000', 'fpRCOvboF6Q_200.559200-203.559200/00000', 'OMEtdx-999o_125.963200-128.963200/00000', 'qYZIT-h7f5M_218.233333-221.233333/00000']",77,,,,
pvP7TE0jJ5A,146.307,149.987,pvP7TE0jJ5A_146.307000-149.987000/00000,look at the way in which these four countries have sponsored monumental,"[['look', 0, 4], ['at', 4, 6], ['the', 7, 9], ['way', 10, 15], ['in', 16, 18], ['which', 19, 24], ['these', 27, 33], ['four', 34, 40], ['countries', 41, 54], ['have', 58, 63], ['sponsored', 64, 77], ['monumental', 78, 92]]","['w5B095jXuII_157.660000-161.380000/00000', 'F4BDg9lQd6c_264.351667-268.231667/00000', 'vq270S4pLQc_168.633133-172.313133/00000', '0gEmPn6V-XI_48.421000-52.141000/00000', 's22h8PpBXbs_62.008133-65.648133/00000']",94,"[0.6643494, 0.5468693, 0.6713476]",1.0,1.0,0.0
axTiSLwT6Tk,38.619333,41.459333,axTiSLwT6Tk_38.619333-41.459333/00000,than just himself speaks to him from beyond the,"[['than', 0, 4], ['just', 4, 10], ['himself', 10, 23], ['speaks', 33, 43], ['to', 44, 48], ['him', 49, 53], ['from', 54, 58], ['beyond', 59, 68], ['the', 69, 71]]","['zA8_hWE9Qrs_241.246000-244.086000/00000', 'Fnl7SI2KlbM_115.040000-117.920000/00001', '8ingHnmvfAY_32.270200-35.110200/00000', 'OtVgSl6hA28_227.960000-230.840000/00000', 'u3xzUzBp4BE_202.127067-204.967067/00000']",73,,,,
9wX1R7MQ83M,290.773,292.373,9wX1R7MQ83M_290.773000-292.373000/00000,im writing in red because i like,"[['im', 0, 3], ['writing', 3, 11], ['in', 12, 15], ['red', 16, 23], ['because', 25, 32], ['i', 33, 34], ['like', 35, 40]]","['DLhv1X4VryA_55.400000-57.040000/00000', 'VcLfCrH-nqs_97.383467-98.983467/00000', 'IOF-hp9gqao_49.769600-51.369600/00000', '28LMoYP2CB8_69.293333-70.893333/00000', '_ULyHl0Nd1o_124.015667-125.615667/00001']",42,,,,
7bA_7yY8X6I,86.778467,89.738467,7bA_7yY8X6I_86.778467-89.738467/00000,and now also monthly in new york and paris and,"[['and', 0, 1], ['now', 2, 5], ['also', 7, 13], ['monthly', 14, 24], ['in', 24, 25], ['new', 30, 32], ['york', 33, 40], ['and', 46, 49], ['paris', 50, 61], ['and', 72, 74]]","['YhK7opcG6ao_53.558333-56.558333/00000', 'QROlnWn5ppM_257.297000-260.297000/00000', 'fpRCOvboF6Q_200.559200-203.559200/00000', 'OMEtdx-999o_125.963200-128.963200/00000', 'qYZIT-h7f5M_218.233333-221.233333/00000']",77,"[0.8543526, 0.8668437, 0.67549634]",0.0,0.0,0.0
Ydz4Az9aeiY,70.143167,71.983167,Ydz4Az9aeiY_70.143167-71.983167/00000,let me ask you a question when you get up in the,"[['let', 0, 2], ['me', 3, 4], ['ask', 6, 8], ['you', 9, 11], ['a', 11, 12], ['question', 13, 22], ['when', 30, 32], ['you', 33, 35], ['get', 36, 39], ['up', 40, 42], ['in', 43, 44], ['the', 45, 46]]","['ygQOmVVfAeY_39.819500-41.659500/00000', 'yY25iPNFvIU_79.683333-81.523333/00000', 'DKRkxGpono0_131.406667-133.246667/00000', 'AzSutepklXI_114.834567-116.634567/00000', 'hjVRnqn93e4_191.480000-193.360000/00000']",48,"[0.999798, 0.99900925, 0.96694046]",1.0,1.0,1.0
jOMiJN-_KzI,150.32,153.44,jOMiJN-_KzI_150.320000-153.440000/00000,in the savior get rescued from that thats the rescue,"[['in', 0, 2], ['the', 3, 5], ['savior', 6, 17], ['get', 17, 22], ['rescued', 25, 38], ['from', 40, 44], ['that', 45, 49], ['thats', 50, 57], ['the', 58, 61], ['rescue', 63, 78]]","['UKSXKQql8Gg_284.697067-287.857067/00000', 'h7popU8F2gc_222.265000-225.425000/00000', '02PPZ3EAnak_39.033333-42.113333/00001', 'lNGtzaocsAA_204.882200-208.082200/00000', 'tAp6A-Fycsk_247.246433-250.326433/00000']",81,"[0.8470508, 0.72326666, 0.700852]",1.0,1.0,1.0
stSeGmIcoZM,286.404,289.484,stSeGmIcoZM_286.404000-289.484000/00000,again after that if you seem to diagnose all the symptoms you,"[['again', 0, 5], ['after', 25, 30], ['that', 31, 35], ['if', 36, 37], ['you', 39, 42], ['seem', 42, 46], ['to', 47, 48], ['diagnose', 49, 59], ['all', 59, 62], ['the', 62, 64], ['symptoms', 64, 74], ['you', 75, 77]]","['yFEb4BME4tE_66.720000-69.840000/00000', 'OlAO9Ho-N58_90.863267-93.943267/00000', '9j1C9Lf9z7A_294.280000-297.400000/00000', '0YTOCK5V4R8_104.720000-107.840000/00000', '02PPZ3EAnak_39.033333-42.113333/00001']",79,"[0.5722984, 0.5979729, 0.70040643]",0.0,0.0,0.0
UewMoWZPrkk,73.985367,77.985367,UewMoWZPrkk_73.985367-77.985367/00000,states so when i came to china i noticed many differences,"[['states', 0, 9], ['so', 12, 19], ['when', 20, 29], ['i', 29, 30], ['came', 31, 39], ['to', 40, 42], ['china', 44, 54], ['i', 67, 69], ['noticed', 71, 78], ['many', 79, 85], ['differences', 86, 100]]","['ulsh4MDFOnc_35.983000-39.983000/00000', 'KweiHPE4Ftg_91.223267-95.183267/00000', '9lbGrht60TY_105.213333-109.213333/00000', 'wCNyuLdwUxI_81.516000-85.516000/00000', 'f6dzxEHnb60_127.916711-131.876711/00000']",102,"[0.97528785, 0.7722421, 0.4780092]",1.0,1.0,0.0
_ULyHl0Nd1o,122.655667,126.255667,_ULyHl0Nd1o_122.655667-126.255667/00001,engage with people on a whole level in terms of the creative,"[['engage', 0, 11], ['with', 11, 15], ['people', 16, 25], ['on', 26, 33], ['a', 34, 34], ['whole', 36, 42], ['level', 52, 60], ['in', 61, 63], ['terms', 64, 69], ['of', 70, 71], ['the', 72, 74], ['creative', 75, 90]]","['OlAO9Ho-N58_106.623800-110.223800/00000', 'auqI-xQTrGI_226.533333-230.133333/00000', 'eWt2ibTKdFI_44.377000-47.897000/00000', 'TvteDoRSRr8_61.049956-64.569956/00000', 's22h8PpBXbs_62.008133-65.648133/00000']",92,"[0.551209, 0.40715972, 0.3418363]",0.0,0.0,0.0
J23CEMM9r7w,194.360433,198.520433,J23CEMM9r7w_194.360433-198.520433/00001,to handle the cord some people like to use the elbow better because,"[['to', 0, 1], ['handle', 2, 10], ['the', 11, 12], ['cord', 14, 23], ['some', 34, 39], ['people', 40, 47], ['like', 48, 52], ['to', 53, 55], ['use', 58, 62], ['the', 63, 66], ['elbow', 68, 75], ['better', 77, 84], ['because', 98, 104]]","['u1pCbf_RmxQ_217.593333-221.793333/00000', '7vxBX-ZzgCk_121.580100-125.780100/00000', 'IE6-u6N5oE8_140.126533-144.246533/00000', 'HdFjhG_Qzms_270.600000-274.720000/00000', 'IQMIZ96UQR0_16.853467-21.093467/00000']",107,"[0.90110874, 0.8803694, 0.56994915]",0.0,0.0,0.0
TI4frlSPrng,233.92,239.76,TI4frlSPrng_233.920000-239.760000/00000,works versus the one time 18th century of decadence of poverty,"[['works', 0, 8], ['versus', 23, 33], ['the', 35, 38], ['one', 43, 47], ['time', 63, 72], ['18th', 88, 93], ['century', 94, 104], ['of', 111, 113], ['decadence', 115, 129], ['of', 130, 131], ['poverty', 133, 146]]","['yDMVqJL5tzY_216.940000-222.660000/00000', 'Tqrfa-kEGJI_2.127833-8.007833/00000', '8VttJ5rTwcM_164.704000-170.424000/00000', 'qJMcm3PCPRc_23.577000-29.257000/00000', 'YaG_ljfzeUw_161.798000-167.718000/00000']",147,"[0.9869299, 0.790063, 0.636721]",1.0,1.0,1.0
1He7shdHYnM,205.058067,208.058067,1He7shdHYnM_205.058067-208.058067/00000,this side is also made of five,"[['this', 0, 5], ['side', 8, 17], ['is', 25, 27], ['also', 35, 46], ['made', 48, 56], ['of', 64, 66], ['five', 68, 75]]","['YhK7opcG6ao_53.558333-56.558333/00000', 'QROlnWn5ppM_257.297000-260.297000/00000', 'fpRCOvboF6Q_200.559200-203.559200/00000', 'OMEtdx-999o_125.963200-128.963200/00000', 'qYZIT-h7f5M_218.233333-221.233333/00000']",77,,,,
QnySWW7xRBA,101.02,104.46,QnySWW7xRBA_101.020000-104.460000/00000,will need to have the new kinect plugged in and calibrated for the xbox,"[['will', 0, 4], ['need', 6, 11], ['to', 11, 12], ['have', 14, 17], ['the', 17, 19], ['new', 20, 22], ['kinect', 22, 29], ['plugged', 31, 39], ['in', 41, 43], ['and', 51, 55], ['calibrated', 57, 70], ['for', 71, 74], ['the', 74, 76], ['xbox', 78, 86]]","['aUKU1sV51vI_30.416733-33.856733/00000', '_1NZnypGpvg_249.207833-252.607833/00000', 'FyOCDAY6av4_45.811867-49.251867/00001', 'UPA_K0ehpPk_25.465000-28.945000/00000', 'X7_TUtpbCBk_94.423267-97.823267/00000']",88,"[0.7469031, 0.56658244, 0.5880802]",0.0,0.0,0.0
cW2-BWD-YtE,54.903867,57.663867,cW2-BWD-YtE_54.903867-57.663867/00000,a porn set and interview porn stars and a lot of people,"[['a', 0, 1], ['porn', 2, 8], ['set', 9, 13], ['and', 14, 16], ['interview', 17, 24], ['porn', 25, 31], ['stars', 32, 41], ['and', 43, 44], ['a', 45, 45], ['lot', 57, 61], ['of', 61, 63], ['people', 63, 69]]","['q1uvlXzRr-M_212.200000-215.040000/00000', '1Ifv_9s7LSA_250.880000-253.680000/00000', 'VatdgxYB9c0_215.200000-218.000000/00000', 'JRA2vrX7f9Y_236.240000-239.040000/00000', 'qjDEzKJ8OJM_112.360000-115.160000/00000']",71,"[0.96570957, 0.9486958, 0.5606537]",1.0,1.0,0.0
oC2487XIqc4,110.820367,117.940367,oC2487XIqc4_110.820367-117.940367/00000,the same page there is a common misconception that or theres a common confusion,"[['the', 0, 3], ['same', 3, 8], ['page', 10, 18], ['there', 83, 87], ['is', 88, 90], ['a', 91, 92], ['common', 93, 101], ['misconception', 102, 123], ['that', 129, 135], ['or', 143, 146], ['theres', 150, 155], ['a', 156, 157], ['common', 158, 164], ['confusion', 165, 178]]","['S2EpVxrt1bw_47.440000-54.560000/00000', 'BIZt-4B0Xr0_240.513567-247.513567/00000', 'm77PxYVWBaA_286.552000-294.072000/00000', 'DVg5fb_e_aQ_173.353100-179.913100/00000', 'b_h1gqigmkM_245.840000-252.440000/00000']",180,"[0.99939716, 0.9845493, 0.94389147]",1.0,1.0,1.0
atxtQBahe_c,265.619,268.939,atxtQBahe_c_265.619000-268.939000/00000,if that was happening on this side of the border you guys would have went,"[['if', 0, 1], ['that', 2, 6], ['was', 6, 8], ['happening', 10, 18], ['on', 20, 21], ['this', 22, 26], ['side', 27, 33], ['of', 33, 35], ['the', 36, 38], ['border', 39, 47], ['you', 61, 64], ['guys', 64, 73], ['would', 75, 78], ['have', 79, 81], ['went', 81, 83]]","['-FnK36ZXdNw_120.320000-123.720000/00000', 'FLhuFKCiX0A_266.228333-269.788333/00000', '615i4j7_yG8_190.194633-193.554633/00000', '5oPRLH4eLuc_77.870767-81.190767/00001', '-7DubWJt6fg_133.598167-136.878167/00000']",86,"[0.87326115, 0.5881292, 0.38744202]",1.0,1.0,0.0
0gEmPn6V-XI,204.496,207.496,0gEmPn6V-XI_204.496000-207.496000/00000,a gap i look for a gap between what,"[['a', 0, 1], ['gap', 3, 10], ['i', 31, 32], ['look', 33, 38], ['for', 39, 43], ['a', 45, 46], ['gap', 47, 54], ['between', 57, 67], ['what', 71, 75]]","['YhK7opcG6ao_53.558333-56.558333/00000', 'QROlnWn5ppM_257.297000-260.297000/00000', 'fpRCOvboF6Q_200.559200-203.559200/00000', 'OMEtdx-999o_125.963200-128.963200/00000', 'qYZIT-h7f5M_218.233333-221.233333/00000']",77,,,,
cZPHx1hsia4,158.804433,160.604433,cZPHx1hsia4_158.804433-160.604433/00000,taking your eyes off of the road and if,"[['taking', 0, 7], ['your', 7, 10], ['eyes', 12, 16], ['off', 18, 22], ['of', 23, 24], ['the', 26, 28], ['road', 29, 36], ['and', 40, 42], ['if', 44, 45]]","['P6myrg6QCLk_65.965900-67.765900/00000', 'x9hSsX9sTOs_54.449800-56.249800/00000', 'LXbUrJ59NVc_75.511400-77.311400/00000', 'w7wgIZJsUUI_101.438333-103.238333/00000', '0iRZiM4reRk_138.343233-140.143233/00000']",47,"[0.9996313, 0.918941, 0.8986222]",1.0,1.0,1.0
vj9IZ-yqAfI,292.939233,298.899233,vj9IZ-yqAfI_292.939233-298.899233/00000,fact were like a bag of primordial soup carrying these microbes,"[['fact', 0, 4], ['were', 5, 13], ['like', 22, 28], ['a', 29, 30], ['bag', 49, 62], ['of', 65, 67], ['primordial', 70, 84], ['soup', 86, 94], ['carrying', 108, 119], ['these', 131, 135], ['microbes', 137, 149]]","['WSH8Utmak58_222.754000-228.674000/00000', 'lRG5o4FKeI0_62.586833-68.626833/00000', 'YaG_ljfzeUw_161.798000-167.718000/00000', 'hGgbpmRnp88_283.254267-289.334267/00000', 'Tqrfa-kEGJI_2.127833-8.007833/00000']",152,"[0.59242785, 0.67365634, 0.3552946]",1.0,0.0,0.0
zzqff0EX7Eo,167.3813,172.1013,zzqff0EX7Eo_167.381300-172.101300/00000,zwingli and the anabaptists the act of supremacy john calvin,"[['zwingli', 0, 10], ['and', 13, 15], ['the', 16, 18], ['anabaptists', 19, 36], ['the', 47, 50], ['act', 57, 62], ['of', 68, 70], ['supremacy', 71, 86], ['john', 100, 105], ['calvin', 106, 118]]","['OogSLKH14zs_156.114822-160.874822/00001', 'ndDHRY4pTqo_127.679567-132.399567/00001', 'sW9sr2_Z5kk_270.200000-275.200000/00000', '6EUq0VJb1_c_151.243467-155.963467/00000', 'AaWFxbOoTXU_286.459267-291.259267/00000']",120,"[0.9625063, 0.8067656, 0.64878345]",1.0,0.0,0.0
RUkln2Qd_zo,153.542,155.262,RUkln2Qd_zo_153.542000-155.262000/00000,of the other meats like hamburger,"[['of', 0, 2], ['the', 4, 8], ['other', 11, 16], ['meats', 18, 25], ['like', 26, 30], ['hamburger', 31, 43]]","['WSH8Utmak58_56.823000-58.503000/00000', '6b8aekOT3Po_197.302167-199.022167/00000', 'D9SH2gYhxTs_158.004033-159.724033/00000', 'MDaRpgsPRQI_135.127567-136.807567/00000', 'URuRrgR0Auo_241.926433-243.646433/00000']",45,"[0.9704908, 0.5750872, 0.5368398]",1.0,1.0,1.0
ASZbArr7vdI,144.372367,149.852367,ASZbArr7vdI_144.372367-149.852367/00000,other technologies evolved and changed tvs basically stayed the same and actually to,"[['other', 0, 4], ['technologies', 5, 19], ['evolved', 21, 34], ['and', 35, 37], ['changed', 38, 48], ['tvs', 62, 71], ['basically', 73, 84], ['stayed', 85, 90], ['the', 91, 94], ['same', 94, 101], ['and', 127, 129], ['actually', 130, 135], ['to', 135, 137]]","['d0DHbN-bLSM_226.702400-232.182400/00000', 'KABmuIT1X6k_227.685100-233.125100/00000', '39cUQgKVnuo_193.878333-199.318333/00000', 'r0elO0q-O6I_32.160000-37.560000/00000', 'VG5ZOOb5T9o_260.992689-266.312689/00000']",139,"[0.8051211, 0.44707426, 0.39544448]",0.0,0.0,0.0
yFEb4BME4tE,222.28,224.32,yFEb4BME4tE_222.280000-224.320000/00000,company needs to be a selfstarter we need to be able,"[['company', 0, 8], ['needs', 8, 12], ['to', 13, 15], ['be', 15, 17], ['a', 18, 18], ['selfstarter', 20, 36], ['we', 37, 39], ['need', 40, 43], ['to', 44, 45], ['be', 46, 47], ['able', 47, 51]]","['auqI-xQTrGI_228.293333-230.293333/00000', 'zA8_hWE9Qrs_57.651000-59.651000/00000', '1NIuXFu5QuA_94.730200-96.730200/00000', 'EYMOAU07c9M_243.766000-245.766000/00000', 'v7uM_JArHNQ_196.627600-198.627600/00000']",52,"[0.74768716, 0.67734927, 0.43185768]",1.0,1.0,1.0
rTmvQKJCSls,274.56,279.52,rTmvQKJCSls_274.560000-279.520000/00000,called wireless many many moons ago and when we started we started talking,"[['called', 0, 5], ['wireless', 6, 17], ['many', 37, 41], ['many', 42, 48], ['moons', 50, 57], ['ago', 58, 64], ['and', 64, 85], ['when', 86, 88], ['we', 89, 92], ['started', 94, 106], ['we', 107, 110], ['started', 111, 116], ['talking', 117, 124]]","['5-Gbz8QC4zw_278.551167-283.511167/00000', 'Hvvwqm4GAYc_221.007000-226.007000/00001', 'AaWFxbOoTXU_286.459267-291.259267/00000', 'AyeJUgGHIAA_143.680000-148.760000/00000', '5ya-Bk4bxt0_104.120000-108.960000/00000']",125,"[0.98342645, 0.6730539, 0.671808]",1.0,1.0,1.0
0mxcPwCLUb0,278.323,281.003,0mxcPwCLUb0_278.323000-281.003000/00000,to address some of the reasons you might still be arguing against,"[['to', 0, 2], ['address', 3, 10], ['some', 11, 14], ['of', 15, 17], ['the', 18, 19], ['reasons', 20, 28], ['you', 29, 31], ['might', 32, 37], ['still', 38, 44], ['be', 44, 47], ['arguing', 49, 57], ['against', 58, 67]]","['B9UYv1klnFQ_30.270000-33.150000/00000', 'rBJBi8oyG18_30.280000-33.160000/00000', 'z1PG7kweHvU_68.473333-71.193333/00000', 'jpbTJ-3gNJw_170.840000-173.520000/00000', '69XpllL9FA8_114.263556-116.903556/00001']",69,"[0.9232355, 0.82843167, 0.6256664]",1.0,1.0,0.0
Y9mY3unDZfs,270.683067,273.603067,Y9mY3unDZfs_270.683067-273.603067/00000,book now that is a simile there,"[['book', 0, 5], ['now', 49, 51], ['that', 52, 55], ['is', 56, 58], ['a', 59, 60], ['simile', 61, 69], ['there', 70, 73]]","['LEqLP9p0vos_235.960000-238.920000/00000', 'BQTPH80Ky44_201.426667-204.306667/00000', 'RTIktB0GqIs_245.486633-248.406633/00000', 'iSfXhCApDBw_285.584500-288.464500/00000', 'dqt6uzGyGj8_293.821267-296.701267/00000']",75,"[0.7616502, 0.7601623, 0.645537]",1.0,1.0,1.0
6EUqKQvpDAY,250.4098,253.2498,6EUqKQvpDAY_250.409800-253.249800/00001,use ndt theoretical principles in your,"[['use', 0, 3], ['ndt', 9, 25], ['theoretical', 30, 44], ['principles', 45, 58], ['in', 64, 66], ['your', 67, 71]]","['zA8_hWE9Qrs_241.246000-244.086000/00000', 'Fnl7SI2KlbM_115.040000-117.920000/00001', '8ingHnmvfAY_32.270200-35.110200/00000', 'OtVgSl6hA28_227.960000-230.840000/00000', 'u3xzUzBp4BE_202.127067-204.967067/00000']",73,,,,
zA8_hWE9Qrs,57.651,59.651,zA8_hWE9Qrs_57.651000-59.651000/00000,energy so physical well start with that,"[['energy', 0, 8], ['so', 21, 25], ['physical', 27, 35], ['well', 36, 40], ['start', 40, 43], ['with', 44, 46], ['that', 47, 50]]","['auqI-xQTrGI_228.293333-230.293333/00000', '1NIuXFu5QuA_94.730200-96.730200/00000', 'EYMOAU07c9M_243.766000-245.766000/00000', 'v7uM_JArHNQ_196.627600-198.627600/00000', 'qfWMtXJ00Ks_191.688900-193.688900/00000']",52,,,,
IQMIZ96UQR0,16.853467,21.093467,IQMIZ96UQR0_16.853467-21.093467/00000,to show you the new lifeline view from defibtech the company that redefined easy to,"[['to', 0, 1], ['show', 2, 5], ['you', 6, 8], ['the', 9, 10], ['new', 11, 14], ['lifeline', 15, 26], ['view', 27, 31], ['from', 32, 35], ['defibtech', 36, 51], ['the', 66, 69], ['company', 70, 77], ['that', 78, 81], ['redefined', 81, 96], ['easy', 98, 103], ['to', 104, 106]]","['u1pCbf_RmxQ_217.593333-221.793333/00000', 'J23CEMM9r7w_194.360433-198.520433/00001', '7vxBX-ZzgCk_121.580100-125.780100/00000', 'IE6-u6N5oE8_140.126533-144.246533/00000', 'oNV0SJoxrQY_270.658289-274.978289/00000']",108,"[0.85859543, 0.5248724, 0.7329821]",0.0,0.0,0.0
WnjVcEi3390,271.403067,275.203067,WnjVcEi3390_271.403067-275.203067/00000,in one pc someone is on youtube the other pc,"[['in', 0, 2], ['one', 6, 10], ['pc', 15, 26], ['someone', 27, 38], ['is', 49, 51], ['on', 52, 54], ['youtube', 55, 68], ['the', 76, 78], ['other', 78, 83], ['pc', 84, 95]]","['KJqsyoVYdLw_175.673000-179.673000/00000', 'EuHPOR3NTbM_34.231800-38.031800/00000', '5GXOJPKidrA_246.438367-250.198367/00000', 'tQGXUc9g4Bo_164.595167-168.355167/00001', 'hX0g4PctYv0_211.000000-214.840000/00000']",97,"[0.72259104, 0.6673073, 0.62136835]",0.0,0.0,0.0
